FIPS,State,County,GROC09,GROC14,PCH_GROC_09_14,GROCPTH09,GROCPTH14,PCH_GROCPTH_09_14,SUPERC09,SUPERC14,PCH_SUPERC_09_14,SUPERCPTH09,SUPERCPTH14,PCH_SUPERCPTH_09_14,CONVS09,CONVS14,PCH_CONVS_09_14,CONVSPTH09,CONVSPTH14,PCH_CONVSPTH_09_14,SPECS09,SPECS14,PCH_SPECS_09_14,SPECSPTH09,SPECSPTH14,PCH_SPECSPTH_09_14,SNAPS12,SNAPS16,PCH_SNAPS_12_16,SNAPSPTH12,SNAPSPTH16,PCH_SNAPSPTH_12_16,WICS08,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,PCH_WICSPTH_08_12
13071,GA,Colquitt,14,13,-7.142857143,0.310063785,0.281983428,-9.056316119,1,1,0,0.0221474,0.021691,-2.060648128,30,35,16.66666667,0.664422395,0.759186152,14.26257718,4,3,-25,0.088589653,0.065073099,-26.5454861,51.91666667,65.41666667,26.00321027,1.125271835,1.431186371,27.18583426,12,9,-25,0.264259,0.1950712,-26.18181
13073,GA,Columbia,19,18,-5.263157895,0.156959934,0.129257416,-17.64941987,2,3,50,0.0165221,0.0215429,30.38841854,34,38,11.76470588,0.280875671,0.272876767,-2.847845013,3,1,-66.66666667,0.0247831,0.00718097,-71.02479588,66.5,80.58333333,21.17794486,0.505215495,0.546512942,8.174224133,17,22,29.41176,0.1538587,0.167139,8.631474
13075,GA,Cook,8,4,-50,0.467453547,0.232369002,-50.29046125,0,0,0,0,0,0,15,16,6.666666667,0.8764754,0.929476008,6.047015995,0,0,0,0,0,0,25.58333333,25.75,0.651465798,1.511749296,1.499970874,-0.779125316,5,3,-40,0.30155,0.1772735,-41.21255
13077,GA,Coweta,18,18,0,0.143425152,0.132771758,-7.427842238,2,3,50,0.0159361,0.0221286,38.85823664,51,50,-1.960784314,0.406371264,0.368810439,-9.242982586,3,3,0,0.0239042,0.0221286,-7.427842238,96.16666667,96.5,0.346620451,0.734494777,0.686705663,-6.506392632,14,18,28.57143,0.1134375,0.1374791,21.19371
13079,GA,Crawford,2,1,-50,0.157344033,0.080729797,-48.69217728,0,0,0,0,0,0,4,7,75,0.314688065,0.565108582,79.57737951,0,0,0,0,0,0,10.08333333,10.41666667,3.305785124,0.80026455,0.845371422,5.636495095,1,1,0,0.0796622,0.0793651,-0.3730143
13081,GA,Crisp,9,14,55.55555556,0.384977329,0.610447371,58.56709592,1,1,0,0.0427753,0.0436034,1.935990233,26,26,0,1.112156729,1.133687974,1.935990233,1,0,-100,0.0427753,0,-100,38.16666667,40.58333333,6.331877729,1.616820582,1.786159647,10.47358416,7,7,0,0.3148473,0.2965348,-5.816316
13083,GA,Dade,4,4,0,0.240139281,0.244066142,1.635243151,0,0,0,0,0,0,19,21,10.52631579,1.140661584,1.281347245,12.3336898,0,0,0,0,0,0,25.75,27,4.854368932,1.561552456,1.66082303,6.357171907,4,4,0,0.2479544,0.2425713,-2.171012
13085,GA,Dawson,4,3,-25,0.179171333,0.130679096,-27.06472971,1,1,0,0.0447928,0.0435597,-2.752972949,13,13,0,0.582306831,0.566276081,-2.752972949,1,0,-100,0.0447928,0,-100,24.25,24.91666667,2.749140893,1.081527072,1.055612043,-2.396151622,4,4,0,0.1809627,0.1783962,-1.418257
13087,GA,Decatur,7,6,-14.28571429,0.249483213,0.220426157,-11.64689829,1,1,0,0.0356405,0.0367377,3.078618663,35,28,-20,1.247416067,1.0286554,-17.53710507,2,1,-50,0.071280918,0.0367377,-48.46069067,41.5,45.66666667,10.04016064,1.508597186,1.702582457,12.85865257,6,6,0,0.2086666,0.2181104,4.525786
13089,GA,DeKalb,136,153,12.5,0.196913668,0.211864113,7.592385908,9,11,22.22222222,0.0130311,0.0152321,16.89049333,290,345,18.96551724,0.419889439,0.477732805,13.77585636,31,53,70.96774194,0.0448847,0.073390837,63.50957572,580.3333333,589,1.493394601,0.820735909,0.795600827,-3.062505461,111,106,-4.504505,0.1499137,0.1499104,-0.0021967
13091,GA,Dodge,9,7,-22.22222222,0.41553165,0.333714722,-19.68969828,1,1,0,0.0461702,0.0476735,3.256102212,15,18,20,0.692552749,0.85812357,23.90732265,1,1,0,0.0461702,0.0476735,3.256102212,24.83333333,25.5,2.684563758,1.164298998,1.240091426,6.509704829,8,5,-37.5,0.4047764,0.2344226,-42.0859
13093,GA,Dooly,1,0,-100,0.067709391,0,-100,0,0,0,0,0,0,14,19,35.71428571,0.947931478,1.339159853,41.27179911,0,0,0,0,0,0,18.16666667,17.33333333,-4.587155963,1.268799181,1.259415341,-0.739584326,4,3,-25,0.3473127,0.2095265,-39.67209
13095,GA,Dougherty,23,19,-17.39130435,0.242903008,0.205612129,-15.35216841,2,3,50,0.021122,0.0324651,53.70264158,73,90,23.28767123,0.770953025,0.97395219,26.33093828,11,7,-36.36363636,0.116171004,0.075751837,-34.79281873,128,132,3.125,1.354483021,1.466389682,8.261946355,23,21,-8.695652,0.2412874,0.2222199,-7.902424
13097,GA,Douglas,16,14,-12.5,0.121865765,0.100881997,-17.2187554,3,3,0,0.0228498,0.0216176,-5.392863319,66,67,1.515151515,0.50269628,0.482792414,-3.959421854,1,3,200,0.00761661,0.0216176,183.82141,113.75,109.6666667,-3.58974359,0.84906435,0.771084111,-9.184255389,15,21,40,0.117086,0.1567504,33.87629
13099,GA,Early,5,4,-20,0.450409873,0.381279192,-15.34839386,0,0,0,0,0,0,11,15,36.36363636,0.990901721,1.429796969,44.29251046,2,0,-100,0.180163949,0,-100,21,17.08333333,-18.65079365,1.982254106,1.652319696,-16.64440545,5,4,-20,0.4274235,0.3775722,-11.66321
13101,GA,Echols,0,0,0,0,0,0,0,0,0,0,0,0,1,2,100,0.249252243,0.499625281,100.4496628,0,0,0,0,0,0,4,4.666666667,16.66666667,1.003009027,1.177856302,17.43227326,0,1,,0,0.2507523,
13103,GA,Effingham,5,4,-20,0.096324266,0.072172203,-25.07370586,1,1,0,0.0192649,0.0180431,-6.342132328,26,31,19.23076923,0.500886183,0.559334572,11.66899607,2,1,-50,0.0385297,0.0180431,-53.17106616,35.41666667,39.5,11.52941176,0.664565077,0.672775583,1.235470452,8,6,-25,0.1535214,0.1125851,-26.66485
13105,GA,Elbert,6,6,0,0.295057782,0.308673732,4.614672291,0,0,0,0,0,0,14,18,28.57142857,0.688468158,0.926021196,34.50457866,0,1,,0,0.0514456,,26.08333333,28,7.348242812,1.325103299,1.462675652,10.38200969,5,5,0,0.2430134,0.2540134,4.526528
13107,GA,Emanuel,6,3,-50,0.26718917,0.131839156,-50.65699846,1,1,0,0.0445315,0.0439464,-1.313996924,23,18,-21.73913044,1.024225151,0.791034937,-22.76747585,0,2,,0,0.087892771,,35.75,37.33333333,4.428904429,1.561271727,1.649363081,5.642282024,11,6,-45.45454,0.478823,0.2620316,-45.27589
13109,GA,Evans,1,3,200,0.090777052,0.275279868,203.2483024,0,0,0,0,0,0,16,10,-37.5,1.452432825,0.91759956,-36.82327033,1,1,0,0.090777052,0.091759956,1.08276748,21.08333333,23.58333333,11.85770751,1.972432719,2.210246798,12.05689181,2,2,0,0.1726072,0.1871082,8.401157
